Total Length of Bwd Packet,Flow Bytes/s,Total TCP Flow Time,Total Fwd Packet,Fwd IAT Std,Bwd Packet Length Std,Flow Duration,Average Packet Size
7203.0,1557.3697144076489,5229972,12,1501675.5539409183,757.7932195766624,5229972,354.1304347826087
997.0,32.14874570457494,60686660,15,5136867.359124935,236.1033896538985,60686660,72.25925925925925
0.0,0.0,6114592,4,3380703.1028628247,0.0,6114592,0.0
4768.0,48.81667867361915,115186042,21,4938380.528202657,963.693134517591,115186042,144.17948717948718
0.0,29545454.545454547,0,13,1.403458930534474,0.0,22,50.0
117.0,5922.387278319482,0,1,0.0,0.0,30562,90.5
574.0,9.639273407937464,116087588,17,4438485.538930661,148.20616271487052,116087588,34.96875
199.0,8773.354995938262,0,1,0.0,0.0,30775,135.0
158.0,1496688.741721854,0,2,0.0,0.0,151,56.5
4658.0,44.32725471161002,118121459,13,22887444.038925894,857.0135071952784,118121459,209.44
3812.0,890.3395792958443,5078961,11,1557448.1804629045,638.0734395708023,5078961,238.0
272.0,898936.170212766,0,2,0.0,0.0,376,84.5
3210.0,67.55501928444835,60765285,15,5173004.990767846,518.1822412673317,60765285,141.55172413793105
110.0,2323.8838653934963,0,1,0.0,0.0,67129,78.0
270.0,4796.497441403254,0,2,0.0,0.0,71719,86.0
316.0,15150.049962930729,0,2,0.0,0.0,31023,117.5
498.0,323.2523754263397,2716144,6,1035349.4168831602,222.71237055897905,2716144,79.81818181818181
132.0,137.81612434873267,0,2,0.0,0.0,1451209,50.0
4005.0,4230.349119475965,1210302,9,158529.96721823385,606.28301222209,1210302,256.0
6333.0,240.37502010838864,30789389,12,4631347.573262051,640.9265310328619,30789389,321.7826086956522
242.0,1445454.5454545454,0,2,0.0,0.0,220,79.5
392.0,12.898378182495671,0,6,21818947.8669964,45.033320996790806,48843350,63.0
4357.0,143.80747157217073,47285443,15,4720787.26853823,478.1235373405751,47285443,200.0
128.0,1280000.0,0,2,0.0,0.0,175,56.0
136.0,3.651754342346736,0,2,0.0,8.48528137423857,65721836,60.0
1770.0,96.66670058480724,22799992,7,4935090.37681003,668.9971172263322,22799992,157.42857142857142
470.0,1654320.987654321,0,2,0.0,0.0,324,134.0
808.0,338.1512910623423,5609915,8,1797111.9711301613,211.1840298044444,5609915,111.58823529411764
264.0,6982.457652687384,0,2,0.0,0.0,46402,81.0
1086.0,1353.1745595181778,1999742,9,690309.9232533167,332.08120779626864,1999742,159.1764705882353
46.0,500000.0,0,2,0.0,0.0,184,23.0
2143.0,56.41535407051437,46051293,10,5012264.788628166,714.3333333333334,46051293,136.73684210526315
186.0,4024.410357908626,0,1,0.0,0.0,60630,122.0
124286.0,1863.00062957224,69917314,48,3482091.1506984984,1830.5755851267827,69917314,1173.4774774774776
172.0,1514450.867052023,0,2,0.0,0.0,173,65.5
142.0,6097.205770985844,0,4,17871.01156435565,0.0,51499,52.333333333333336
280.0,10585.446634412445,0,1,0.0,0.0,30797,163.0
117.0,48.57698497185856,181237809,7,1931590.1342128117,20.36950334855189,4817096,21.272727272727277
560.0,81.06835829307639,14999687,14,4146425.508003017,75.37756813388037,14999687,50.66666666666666
122.0,708661.4173228346,0,2,0.0,0.0,254,45.0
306.0,2504.6879185641574,0,2,0.0,0.0,149320,93.5
386.0,14221.439134128308,0,2,0.0,0.0,31783,113.0
32026.0,282.8705776576216,115982370,32,4829699.12986294,1026.9589983605604,115982370,497.09090909090907
170.0,1505747.1264367816,0,2,0.0,0.0,174,65.5
156.0,1253731.343283582,0,2,0.0,0.0,201,63.0
112.0,305816.1350844277,0,1,0.0,0.0,533,81.5
672.0,1024.4824316616248,2149378,9,699561.8477977585,158.3833605177289,2149378,115.89473684210526
230.0,9802.024891984263,0,2,0.0,0.0,31014,76.0
114.0,1240506.3291139242,0,2,0.0,0.0,158,49.0
92.0,748768.472906404,0,2,0.0,0.0,203,38.0
132.0,1414965.986394558,0,2,0.0,0.0,147,52.0
6194.0,66.32098159363537,116916243,24,5075336.181724696,597.1095376896939,116916243,176.22727272727272
418.0,20388.79029262454,0,2,0.0,0.0,24229,123.5
0.0,41333333.333333336,0,2,0.0,0.0,3,62.0
298.0,18126.88821752266,0,2,0.0,0.0,23832,108.0
356.0,8677.661048952454,0,2,0.0,0.0,49783,108.0
110.0,382566.5859564165,0,1,0.0,0.0,413,79.0
248.0,1774193.5483870967,0,2,0.0,0.0,186,82.5
374.0,255.97345103594904,5313051,8,1729613.1225959586,79.89412637091307,5313051,85.0
332.0,2266666.6666666665,0,2,0.0,0.0,180,102.0
162.0,1351648.3516483516,0,2,0.0,0.0,182,61.5
46.0,33.08430703646439,182707580,6,2117468.7020019446,26.558112382722783,5108162,18.77777777777778
510.0,8.957657002661085,0,4,20073084.43031849,28.407745422683583,78591980,88.0
3776.0,13363.46092302918,309351,9,35161.88652682048,663.3397463198019,309351,258.375
192.0,7794.23226812159,0,4,16075.467966231445,0.0,48754,63.333333333333336
16199.0,146.2978321862479,115893720,25,5009200.276722718,896.9591509436417,115893720,332.45098039215685
204.0,1565217.391304348,0,2,0.0,0.0,184,72.0
104.0,1093167.701863354,0,2,0.0,0.0,161,44.0
101.0,992.4401372098446,0,1,0.0,0.0,150135,74.5
19884.0,179.884588469147,115979919,26,4996486.043284173,910.1900377184452,115979919,386.3518518518519
144.0,6306.537119883329,0,4,19585.453181719677,0.0,50741,53.333333333333336
7378.0,77.29353978955402,115921719,24,5012842.068289253,573.2757622358541,115921719,194.7826086956522
276.0,10627.594013331656,0,2,0.0,0.0,31804,84.5
545.0,171.2888765881011,5470291,6,2174953.668253464,243.73140954747709,5470291,85.18181818181819
112.0,1254901.9607843135,0,2,0.0,0.0,153,48.0
7475.0,124.17548597568108,66502659,18,4892897.841332082,824.9171749868196,66502659,235.94285714285715
162551.0,1403.870339713641,116616895,68,3806939.5249867463,1072.5653718506671,116616895,1010.5864197530864
230.0,10344.827586206897,0,2,0.0,0.0,31320,81.0
5601.0,543.8317241096114,11591821,14,2746624.452700425,582.7300470134586,11591821,233.4814814814815
166.0,1400.0610935749924,0,2,0.0,0.0,157136,55.0
6338.0,67.15089052361688,115262805,23,5003143.338773675,518.8098991561848,115262805,168.2608695652174
180.0,10047.375282184988,0,4,14724.163915143026,0.0,31451,52.66666666666666
164.0,7515.416238437821,0,2,0.0,0.0,31136,58.5
3776.0,6658.323629317884,620877,8,108839.77917978686,643.0649822751752,620877,258.375
264.0,1361344.537815126,0,2,0.0,0.0,238,81.0
352.0,5.302669875038522,0,2,0.0,1.4142135623730951,93537786,124.0
143.0,6169.231768296643,0,1,0.0,0.0,30798,95.0
1369.0,40.51412627966102,64446657,12,4926786.782069975,280.3060340543399,64446657,113.52173913043478
248.0,3433.6480844077373,0,4,23413.862838070952,0.0,119989,68.66666666666667
230.0,7126.129140180662,0,4,20140.301090102897,0.0,59780,71.0
298.0,1972.2949355389997,0,2,0.0,0.0,193683,95.5
224.0,563.6649218258618,0,2,0.0,1.4142135623730951,581906,82.0
222.0,356009.0702947846,0,2,0.0,0.0,882,78.5
858.0,9708.73786407767,133385,5,15858.893866429233,383.7092649389639,133385,129.5
208.0,3475.259462398638,0,2,0.0,0.0,84598,73.5
512.0,9434.4014275739,0,2,0.0,0.0,64445,152.0
562.0,6.212518473981133,0,2,0.0,87.68124086713189,105915178,164.5
484.0,7006.409849590658,0,2,0.0,0.0,78785,138.0
3776.0,15264.751495458238,270820,8,45451.77154177507,663.3397463198019,270820,275.6
154.0,1163265.306122449,0,2,0.0,0.0,196,57.0
110.0,178970.91722595078,0,1,0.0,0.0,894,80.0
384.0,5.878365314435749,115678418,17,4650561.662059597,99.14837366290988,115678418,21.25
96.0,837.44459762781,0,1,0.0,0.0,175534,73.5
96.0,812182.7411167513,0,2,0.0,0.0,197,40.0
25200.0,221.6925285059922,116499190,27,5020847.424354196,1041.05012222719,116499190,445.2931034482759
224.0,2144736.842105263,0,2,0.0,0.0,152,81.5
4270.0,59.6920665755389,106647338,10,35418309.2094568,622.9702469391525,106647338,353.6666666666667
164.0,1121076.2331838566,0,2,0.0,0.0,223,62.5
4188.0,18438.258409182392,255881,11,23625.056266599662,901.0598450960094,255881,224.66666666666663
340.0,16420.761695728164,0,2,0.0,0.0,24603,101.0
200.0,1745454.5454545454,0,2,0.0,0.0,165,72.0
766.0,23.970972969028484,46222571,10,4978811.003650297,255.33333333333331,46222571,58.31578947368421
209.0,94.83479933422862,0,2,0.0,54.44722215136416,3216119,76.25
238.0,5128.672699505368,0,4,25304.10759804292,0.0,87742,75.0
72.0,4121.984993398383,0,1,0.0,0.0,31053,64.0
252.0,2943.7787866008453,0,2,0.0,0.0,120933,89.0
2052.0,21.55071533555557,115727017,17,4452577.550764681,384.6119256254717,115727017,75.57575757575758
6296.0,45716.62264176242,149158,10,11572.78622938794,994.8025152986116,149158,340.95
98.0,748858.4474885844,0,2,0.0,0.0,219,41.0
158.0,7108.468771204239,0,2,0.0,0.0,30949,55.0
138.0,1341772.1518987345,0,2,0.0,0.0,158,53.0
188.0,1359605.9113300492,0,2,0.0,0.0,203,69.0
162.0,11192.131592335085,0,4,14188.399921532142,0.0,29485,55.0
168.0,461839.5303326811,0,2,0.0,0.0,511,59.0
11595.0,76077.33222919387,156985,7,58827.60367860199,3003.1711572935696,156985,995.25
11595.0,66704.28011216999,179014,7,59738.43374467284,2120.732252245504,179014,852.9285714285714
11595.0,1986861.7994345585,6013,6,1790.3126263309432,2534.051597738294,6013,995.5833333333334
11595.0,69143.70932127953,173002,7,60080.58848801888,2119.4801137026398,173002,854.4285714285714
11595.0,168403.26668544073,71020,7,22917.02363455313,2118.22723498864,71020,854.2857142857143
11595.0,51692.55173781289,231987,8,76392.98457319233,2120.732252245504,231987,799.4666666666667
11595.0,10748.311422484476,1112919,10,326288.06033702794,1977.812908239806,1112919,747.625
11595.0,75539.18124212672,157971,8,54566.629380096056,2179.5470859791035,157971,852.3571428571429
11595.0,73390.27353385118,162978,8,56013.85747252533,2181.008184303764,162978,854.3571428571429
11595.0,71874.039660876,165957,8,55939.0483753778,1757.5790031691183,165957,795.2
11595.0,306778.8350560414,38989,9,9329.101088797355,1754.8314733899665,38989,797.4
11595.0,168446.26003662488,70990,7,23913.07739013669,4414.366205923564,70990,996.5
11595.0,270020.9071902554,44004,8,8657.030393737523,2120.732252245504,44004,792.1333333333333
11595.0,385360.49853088375,30971,7,8253.523621258175,2845.8356769146035,30971,918.0769230769232
11595.0,47950.0461791752,249030,9,73550.91808643276,2046.6734639060387,249030,702.4117647058823
11595.0,11029.906952457744,1083962,9,349664.7498279091,1977.812908239806,1083962,797.0666666666667
11595.0,74683.97164184702,159954,7,59597.11140986616,2179.547085979103,159954,918.9230769230768
11595.0,11731.67030796984,1018866,9,351956.144717228,2323.928013238424,1018866,703.1176470588235
11595.0,21629.40853361523,578934,9,97147.1150277469,2181.008184303764,578934,834.8
11595.0,29881.94546075418,409980,8,92209.56471873754,1760.597233624891,409980,816.7333333333333
11595.0,11821.543411537545,1298134066,9,352538.98761687137,2695.6391264410745,1011966,797.5333333333333
11595.0,104552.63157894736,114000,6,44575.329763222166,2181.008184303764,114000,993.25
11595.0,75324.21501674083,157997,6,63549.21327050399,3384.3030449414546,157997,991.75
11595.0,73989.1789816316,160983,6,65455.04349398906,3331.6381856378107,160983,1082.8181818181818
11595.0,73743.01675977654,161995,9,52124.36148546912,4414.366205923564,161995,853.2857142857143
11595.0,32686.830326868305,376023,8,85718.36506034776,1760.597233624891,376023,819.4
11595.0,3941.250008268125,3023660,10,706824.568979421,3782.680348515801,3023660,701.0
11595.0,78040.97101970138,153035,8,47877.08997850145,1895.8810192851536,153035,746.4375
11595.0,32394.69409567348,377994,10,79090.6618034013,1496.9141257934605,377994,765.3125
11595.0,177629.22287214993,67016,7,17421.6217806112,4060.245891568638,67016,915.6923076923076
11595.0,76017.1715370309,157004,7,58807.299831455166,1754.8314733899665,157004,918.0769230769232
11595.0,40734.75749457327,298983,8,78907.07526668858,2989.558880503945,298983,869.9285714285714
11595.0,59825.49431549743,198962,7,57918.52550839556,2566.88526280022,198962,850.2142857142857
11595.0,67459.59995479716,176980,9,57061.681626114034,4414.366205923564,176980,852.7857142857143
11595.0,70026.41285229391,169993,9,50596.01424007768,2698.6092626352847,169993,744.0
11595.0,922453.077933112,12947,7,2736.3132435206803,2429.1186232282453,12947,853.0714285714286
11595.0,10158.833090867203,1171985,9,348050.3294580243,1729.380148038184,1171985,700.3529411764706
11595.0,13043.460603611598,984938,10,146649.48747788987,2179.547085979103,984938,802.9375
11595.0,76634.14821746765,156014,7,56548.4502729002,1754.8314733899665,156014,919.6923076923076
11595.0,167970.0159219963,70971,7,23917.209299999864,1757.5790031691183,70971,851.5
11595.0,62138.359538975135,192007,8,60100.02822477746,1525.170482274031,192007,701.8235294117648
11595.0,414215.2636479636,28997,7,5366.139409917214,1947.6382156467405,28997,857.9285714285714
11595.0,10143.442448836708,1176918,11,313079.3550998426,1974.505760943736,1176918,596.9
11595.0,73203.05549590454,162985,9,52533.26405359751,2179.5470859791035,162985,795.4
11595.0,74177.13813644071,160993,7,59052.76300196856,1754.8314733899665,160993,918.6153846153846
11595.0,569150.2023327779,21005,7,4663.780758855059,1757.5790031691183,21005,853.9285714285714
11595.0,284693.7803600343,1697636462,8,8161.957768761586,1729.380148038184,41996,747.25
11595.0,74704.20211136877,159991,6,65577.44718803866,2181.008184303764,159991,996.0
11595.0,284458.7352625938,41985,7,9249.520003762358,2566.88526280022,41985,853.0714285714286
11595.0,185924.46818479992,64026,8,14865.40244838265,1895.8810192851536,64026,744.0
11595.0,57217.30268155028,208014,8,70849.42394429256,1754.8314733899665,208014,850.1428571428571
11595.0,21697.79286926995,589000,8,104011.03046380638,2181.008184303764,589000,912.8571428571428
11595.0,42384.72121753685,282012,9,92999.52445654148,3331.6381856378102,282012,853.7857142857143
11595.0,229830.0261498231,52008,7,11445.65194298691,1760.597233624891,52008,853.7857142857143
11595.0,69457.28321851109,172005,8,53402.52699210832,2120.732252245504,172005,796.4666666666667
11595.0,73906.9511916593,162001,6,65944.99087648735,3331.6381856378107,162001,1088.4545454545455
11595.0,72663.58396916495,165007,7,60274.378919792005,4414.366205923564,165007,999.1666666666666
11595.0,11863.039345498462,3135443805,8,377418.4192262456,2182.468304466299,1005223,851.7857142857143
11595.0,74216.25079974408,160989,7,59550.65770501616,1547.737688492773,160989,853.4285714285714
11595.0,78673.42238599724,151970,7,56348.38951617576,1754.8314733899665,151970,919.6923076923076
11595.0,68969.70467990123,172931,8,53030.22014178061,2120.732252245504,172931,795.1333333333333
11595.0,9888.890822038904,1207011,8,369501.7424349663,2120.732252245504,1207011,795.7333333333333
11595.0,74727.98065084653,160007,7,59618.067712453296,2181.008184303764,160007,919.7692307692308
11595.0,69631.69192436144,170971,7,58345.14436494837,3506.0217768861617,170971,915.7692307692308
11595.0,70956.18217642611,167991,8,55306.568659651646,2989.558880503945,167991,851.4285714285714
11595.0,74509.24022074034,160007,9,51079.77888261096,4414.366205923564,160007,851.5714285714286
11595.0,55930.59611105373,213014,7,78823.62251930994,2181.008184303764,213014,916.4615384615385
11595.0,10152.790164596328,1173963,8,370873.3074281117,1760.597233624891,1173963,794.6
11595.0,69630.21013047623,170989,8,54728.81037138178,2989.558880503945,170989,850.4285714285714
11595.0,74663.05088134768,160039,7,54316.691336703,2120.732252245504,160039,853.5
11595.0,78254.50362119904,152988,8,52223.20549607917,1977.812908239806,152988,855.1428571428571
11595.0,73794.67868386938,161990,8,55640.94130481362,1757.5790031691183,161990,796.9333333333333
11595.0,57432.02634805394,207985,10,59291.75884579389,1757.5790031691183,207985,702.6470588235294
11595.0,59792.87435680324,199589,9,68864.7528108279,2537.820147291766,199589,795.6
11595.0,89134.32835820895,134000,6,53934.00613713021,2695.6391264410745,134000,995.3333333333334
11595.0,225914.18544096,52998,8,11696.01206150443,2119.4801137026398,52998,798.2
11595.0,8867.557778843211,1384936,10,325402.14034475014,1547.9819985572,1384936,682.2777777777778
11595.0,31847.380633691813,387002,9,83908.57966816369,1947.6382156467405,387002,770.3125
11595.0,151548.14045925214,78998,8,20355.327245851742,2120.732252245504,78998,798.1333333333333
11595.0,58077.70362564883,204984,7,76448.88271518427,2181.008184303764,204984,915.7692307692308
11595.0,32206.75735616406,381007,10,81559.0618745772,4095.5661696522498,381007,876.5
11595.0,398866.8555240793,30005,7,7423.47289121922,2196.731435565121,30005,997.3333333333334
11595.0,248499.7499583264,47992,8,9725.756731483674,3506.0217768861617,47992,851.8571428571429
11595.0,81117.11172477588,147022,7,54308.65872645601,3331.6381856378102,147022,993.8333333333334
11595.0,3878817.413905133,3078,8,581.9423551881275,2537.820147291766,3078,852.7857142857143
11595.0,73886.82087276454,161991,6,65375.55594180443,3331.6381856378102,161991,1088.090909090909
11606.0,3867.54982497908,3393880,12,506889.8402454647,1837.103570237067,3393880,625.047619047619
11595.0,73373.83406971036,83269616,7,60352.15105611398,1754.8314733899665,162960,919.7692307692308
11595.0,74901.86704242363,158968,8,54942.47477654632,2181.008184303764,158968,850.5
11595.0,11853.306877780911,1005964,7,406894.1548986255,2178.085007523811,1005964,917.2307692307692
11595.0,10861.343544650876,1099956,8,371566.4794801675,4060.245891568638,1099956,853.3571428571429
11595.0,10341.60575361481,1156977,10,329811.3970260125,1754.8314733899665,1156977,747.8125
11595.0,73328.30244243618,162993,9,50106.88052107785,3170.403917484332,162993,853.7142857142857
11595.0,84629.95679104318,140943,6,57076.91395652011,2181.008184303764,140943,994.0
11595.0,9699.391060890666,1232964,9,350280.8398059232,2537.820147291766,1232964,797.2666666666667
11595.0,180293.05585049905,65926,7,18178.303261489134,2120.732252245504,65926,849.0
11595.0,106672.5001562542,111997,9,34564.326985812164,1757.5790031691183,111997,746.6875
11595.0,69924.38552272235,170999,8,54711.40169671261,1547.9819985572,170999,747.3125
11595.0,1087957.0674913588,10994,9,2503.59842455386,2181.008184303764,10994,797.4
11595.0,54222.1252454724,219984,8,74658.66800694632,1754.8314733899665,219984,852.0
11595.0,76041.19561548211,157007,6,62624.066083255886,4414.366205923564,157007,1085.3636363636365
11595.0,53063.96900040086,232003,11,66828.33198751361,2181.008184303764,232003,724.1764705882352
11595.0,46566.924092048444,256126,8,81719.62439311857,2365.476336808297,256126,851.9285714285714
11595.0,212952.21080839663,55975,8,12648.723991733224,1760.597233624891,55975,794.6666666666666
11595.0,72960.48380213858,164034,6,65737.34114032907,1754.8314733899665,164034,997.3333333333334
11595.0,33082.31249121517,369956,8,85595.78017330171,2120.732252245504,369956,815.9333333333333
11595.0,122146.13037221502,97981,6,37902.4385587524,3331.6381856378102,97981,1088.0
11595.0,65646.37999725237,1297368043,7,67141.34021127867,1947.6382156467405,181975,853.2857142857143
11595.0,75635.88954919718,158007,7,58292.81185789548,3003.1711572935696,158007,995.9166666666666
11595.0,138904.07453502846,85973,8,22638.096661958803,1760.597233624891,85973,796.1333333333333
11595.0,9581.850325937115,1283990,11,313145.49681506766,1753.015202444063,1283990,723.7058823529412
11595.0,75317.17626634629,158981,6,64566.55736679787,2181.008184303764,158981,997.8333333333334
11595.0,65017.58333740984,183981,7,61338.47502424559,2178.085007523811,183981,920.1538461538462
11595.0,50206.12794641093,237959,8,75339.96521861991,1547.9819985572,237959,746.6875
11595.0,71246.15283871391,167981,8,52358.49461394106,1760.597233624891,167981,797.8666666666667
11595.0,84542.1079137201,140983,7,51873.72028461682,1754.8314733899665,140983,916.8461538461538
11595.0,68023.24584711913,174999,8,56236.26461169154,2120.732252245504,174999,793.6
11595.0,11932.27981495972,1000647,7,406420.9028259989,5797.5,1000647,1085.4545454545455
11595.0,70769.70410560134,169013,8,54811.32343994345,3506.0217768861617,169013,854.3571428571429
11595.0,10282.309341278204,1155966,9,349061.73331405764,2118.22723498864,1155966,742.875
11595.0,31933.685583212537,384954,8,90596.16245341585,2118.22723498864,384954,819.5333333333333
11595.0,66144.33399822083,180983,8,58427.71970767039,1547.9819985572,180983,748.1875
11595.0,253975.6881612841,46973,8,12536.081177374142,1754.8314733899665,46973,852.1428571428571
11595.0,72647.56632177111,164011,9,52501.25703512114,2181.008184303764,164011,794.3333333333334
11595.0,277970.19921430066,43019,8,8568.119044013158,2120.732252245504,43019,797.2
11595.0,75736.09458467303,157996,7,58304.11012841776,1754.8314733899665,157996,920.4615384615385
11595.0,989689.8644716056,12027,8,2861.2100254129914,3780.5625242812735,12027,915.6153846153846
11595.0,373980.4368886528,31999,9,7835.075119295284,4095.5661696522498,31999,920.5384615384615
11595.0,249120.1765894088,48021,9,12591.555151171757,3774.237538894445,48021,854.5
11595.0,272175.35642010963,43979,6,12751.217773216798,2181.008184303764,43979,997.5
11595.0,54771.89843803757,217995,8,69884.9861854666,1947.6382156467405,217995,796.0
11595.0,451439.5974423972,26431,8,5833.749035527995,4733.638927928491,26431,852.2857142857143
11595.0,69179.77261824255,173013,8,54239.66840922664,2277.232520490816,173013,797.9333333333333
11595.0,93353.96058943948,127986,7,45179.25547416646,3331.6381856378102,127986,995.6666666666666
11595.0,74518.13439130299,160055,8,54909.686504295394,3774.237538894445,160055,917.4615384615385
11595.0,72550.10089869528,165017,7,60311.48320648952,2181.008184303764,165017,920.9230769230768
11595.0,73307.23253844549,162958,8,55235.6219472974,4095.5661696522498,162958,995.5
11595.0,71926.45295772611,165989,9,52449.24757444095,1947.6382156467405,165989,746.1875
11595.0,271281.5503101075,44017,8,9208.007012533011,5179.294643095718,44017,918.5384615384615
11595.0,68305.7298631828,174978,7,58580.33685802771,3506.0217768861617,174978,919.3846153846154
11595.0,74195.55224251459,160980,8,52207.45920341452,1836.9804027261691,160980,702.5882352941177
11595.0,72006.12151447231,165972,9,49612.09734386506,2046.6734639060387,165972,703.0
11595.0,67365.18485865745,176946,7,58941.89773666946,2120.732252245504,176946,851.4285714285714
11595.0,186812.5,64000,8,16077.216202114216,2277.232520490816,64000,797.0666666666667
11595.0,68535.66440800703,173997,7,57643.53479359156,2566.88526280022,173997,851.7857142857143
11595.0,58382.48135302181,204993,8,74834.67070753209,2119.4801137026398,204993,797.8666666666667
11595.0,30995.721410668622,394990,9,88293.2024187431,2181.008184303764,394990,816.2
11595.0,36711.49256335712,338123,11,71356.35313777058,1754.8314733899665,338123,730.1764705882352
11595.0,72878.8137453357,164012,9,52039.7606890292,1947.6382156467405,164012,747.0625
11595.0,74531.3271614585,159973,9,50735.28007479468,1947.6382156467405,159973,745.1875
11595.0,184748.657506424,64991,7,21584.29068018374,1754.8314733899665,64991,923.6153846153846
11595.0,78402.98978839877,151984,7,57280.21074216354,1754.8314733899665,151984,916.6153846153846
11595.0,75514.56998911365,157996,7,56913.85594973044,1547.737688492773,157996,852.2142857142857
11595.0,496166.986084493,24002,7,5835.077160301024,3003.1711572935696,24002,992.4166666666666
11595.0,70112.89364230541,169983,7,57951.0640791004,3126.6825710327557,169983,916.7692307692308
11595.0,72944.36178256945,163988,9,52111.72099030533,2118.22723498864,163988,747.625
11595.0,61007.15900335243,195977,7,74257.45039365858,1754.8314733899665,195977,919.6923076923076
11595.0,67979.86455161129,176008,8,55362.31461322164,1760.597233624891,176008,797.6666666666666
11595.0,69890.52375494163,170996,8,53480.05505482083,3126.6825710327557,170996,853.6428571428571
11595.0,410311.82463723375,29151,9,6826.269080073787,4733.638927928491,29151,797.4
11595.0,75128.80031704693,158967,6,64063.00676131273,3003.1711572935696,158967,1085.7272727272727
11595.0,79099.37600190776,150962,6,62059.43018027156,3633.797049918997,150962,1085.5454545454545
11606.0,445071.8876546421,26917,8,6735.143025313462,3510.261110895693,26917,855.7142857142857
11595.0,73610.84531474748,161987,7,59983.57522327814,1977.812908239806,161987,917.2307692307692
11595.0,69399.21849560404,171976,9,51306.50898277917,2046.6734639060387,171976,702.0588235294117
11595.0,73457.41889681143,161985,7,59455.570294969,2695.6391264410745,161985,915.3076923076924
11595.0,1328704.7322817151,9002,7,2500.90620909035,3337.6088746286614,9002,996.75
11595.0,71180.28688768526,168010,7,57546.34793161654,2120.732252245504,168010,854.2142857142857
11595.0,1083235.1074440111,11029,6,2525.413966065761,3003.17115729357,11029,1086.090909090909
11595.0,350335.3335686551,33996,9,8114.768881490094,1754.8314733899665,33996,794.0
11595.0,74207.27351781112,160995,6,64968.13928765391,2181.008184303764,160995,995.5833333333334
11595.0,48114.961825316175,248987,9,72376.7766718767,2120.732252245504,248987,748.75
11595.0,151491.36577708006,78988,7,22555.804970487457,1760.597233624891,78988,854.7142857142857
11595.0,74774.8817387066,160027,9,51068.95291644565,2181.008184303764,160027,797.7333333333333
11595.0,11971.53461758764,1000373,8,376359.9231063518,2537.820147291766,1000373,855.4285714285714
11595.0,11743.149911088842,1017870,8,375514.3026548168,2050.0060583534173,1017870,747.0625
11595.0,82107.71638775694,145029,7,53922.14703718686,1757.5790031691183,145029,850.5714285714286
11595.0,83000.52092377149,143975,8,44121.13655014103,2566.88526280022,143975,796.6666666666666
11595.0,69098.64299419748,173028,7,59127.339229835125,2120.732252245504,173028,854.0
11595.0,206304.61384671065,58021,7,14345.497083289469,2365.476336808297,58021,920.7692307692308
11595.0,71679.01680824146,165990,8,56248.22085313327,1754.8314733899665,165990,849.8571428571429
11595.0,72003.51853860151,165978,7,57251.67891686671,1760.597233624891,165978,853.6428571428571
11595.0,73334.60139036317,162979,7,60365.10153860976,1754.8314733899665,162979,919.3846153846154
11595.0,69054.5952599733,173037,7,59165.48298036618,1760.597233624891,173037,853.5
11595.0,59367.27312527674,201003,7,71769.40679913692,3331.6381856378102,201003,994.4166666666666
11595.0,921233.140655106,12975,7,2855.819934799812,2118.22723498864,12975,853.7857142857143
11595.0,1090768.2493392874,10973,7,2195.4568924637683,2695.6391264410745,10973,920.6923076923076
11595.0,10267.632001058466,1163949,9,348435.42254891264,2181.008184303764,1163949,796.7333333333333
11595.0,74627.79854244534,159994,7,59134.37490890275,1754.8314733899665,159994,918.4615384615385
11595.0,76014.91431863213,157969,8,54994.36160492577,4060.245891568638,157969,857.7142857142857
11595.0,128003.26945000108,92982,7,32810.858806194025,2565.850856742772,92982,850.1428571428571
11595.0,2810632.792284169,4251,8,661.5992528929967,5797.5,4251,995.6666666666666
11595.0,11416.332117749724,1043943,9,350292.218184205,2181.008184303764,1043943,794.5333333333333
11595.0,332379.97389831446,36013,8,6215.8301862874205,2119.4801137026398,36013,798.0
11595.0,983207.732634338,12208,10,1596.034782759379,3335.2218816744416,12208,800.2
11595.0,1197566.5702602973,10027,8,2143.7872917761574,2429.1186232282453,10027,800.5333333333333
11595.0,306427.1969211032,38975,8,6472.95948358944,2120.732252245504,38975,796.2
11595.0,11870.65288092036,1002388,10,332885.2138853989,2537.820147291766,1002388,743.6875
11595.0,46011.97392140136,259063,9,66268.33601014568,4420.6760795154405,259063,851.4285714285714
11595.0,148669.42489656637,80003,6,29056.05822027482,2118.22723498864,80003,914.9230769230768
11595.0,73485.91765355587,162970,6,67973.03974371015,1754.8314733899665,162970,998.0
11595.0,74998.89929491979,158989,6,62993.66609985483,3633.797049918997,158989,1084.0
11595.0,75376.40737435683,158007,8,54126.889607837686,1757.5790031691183,158007,794.0
11595.0,157505.2993298487,75953,7,25524.228250167853,1947.6382156467405,75953,854.5
11595.0,76621.27855988922,155988,6,64277.54113841008,3170.403917484332,155988,1086.5454545454545
11595.0,202684.83677412797,58998,6,20220.085405358703,3774.237538894445,58998,1087.090909090909
11595.0,173102.00887033655,68994,7,17822.282659637065,2120.732252245504,68994,853.0714285714286
11595.0,98739.4089687952,120975,9,36975.55744943446,1754.8314733899665,120975,796.3333333333334
11595.0,142812.92780191655,84005,7,28233.89006436532,3774.237538894445,84005,999.75
11595.0,3972.546787016257,3008901,8,787227.8534786905,6694.376371253711,3008901,1086.6363636363635
